Unnamed: 0,Year,Player,Pos,Age,Tm,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,blanl,OWS,DWS,WS,WS/48,blank2,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,height,weight,birth_date,college,Salary
24159,2017.0,Trevor Booker,PF,29.0,BRK,71.0,43.0,1754.0,15.7,0.554,0.132,0.186,8.7,25.5,17.2,12.9,2.1,1.2,16.6,18.7,,0.9,2.2,3.1,0.086,,-1.6,1.8,0.2,1.0,305.0,591.0,0.516,25.0,78.0,0.321,280.0,513.0,0.546,0.537,74.0,110.0,0.673,142.0,428.0,570.0,138.0,76.0,28.0,127.0,152.0,709.0,6-8,228.0,"November 25, 1987",Clemson University,9125000.0
24160,2017.0,Avery Bradley,SG,26.0,BOS,55.0,55.0,1835.0,14.4,0.548,0.357,0.12,4.0,16.2,10.1,10.9,1.8,0.5,9.7,21.9,,1.1,2.0,3.1,0.08,,-0.2,-0.4,-0.5,0.7,359.0,775.0,0.463,108.0,277.0,0.39,251.0,498.0,0.504,0.533,68.0,93.0,0.731,65.0,269.0,334.0,121.0,68.0,11.0,88.0,141.0,894.0,6-2,180.0,"November 26, 1990",University of Texas at Austin,8808989.0
24161,2017.0,Corey Brewer,SF,30.0,TOT,82.0,11.0,1281.0,9.1,0.491,0.339,0.195,2.7,11.5,7.1,10.7,2.3,1.2,12.7,14.3,,0.0,1.2,1.2,0.045,,-2.9,0.2,-2.7,-0.2,147.0,348.0,0.422,27.0,118.0,0.229,120.0,230.0,0.522,0.461,50.0,68.0,0.735,32.0,134.0,166.0,97.0,61.0,19.0,55.0,133.0,371.0,6-9,186.0,"March 5, 1986",University of Florida,7579366.0
24162,2017.0,Corey Brewer,SF,30.0,HOU,58.0,8.0,923.0,7.5,0.491,0.414,0.194,2.5,11.0,6.7,9.0,1.9,1.0,12.7,12.9,,0.0,0.8,0.9,0.044,,-3.1,0.0,-3.2,-0.3,94.0,227.0,0.414,22.0,94.0,0.234,72.0,133.0,0.541,0.463,32.0,44.0,0.727,21.0,93.0,114.0,61.0,37.0,11.0,36.0,104.0,242.0,6-9,186.0,"March 5, 1986",University of Florida,7579366.0
24163,2017.0,Corey Brewer,SF,30.0,LAL,24.0,3.0,358.0,13.3,0.49,0.198,0.198,3.2,13.0,7.9,15.0,3.3,1.8,12.6,18.0,,0.0,0.3,0.3,0.047,,-2.4,0.7,-1.7,0.0,53.0,121.0,0.438,5.0,24.0,0.208,48.0,97.0,0.495,0.459,18.0,24.0,0.75,11.0,41.0,52.0,36.0,24.0,8.0,19.0,29.0,129.0,6-9,186.0,"March 5, 1986",University of Florida,7579366.0
24164,2017.0,Malcolm Brogdon,SG,24.0,MIL,75.0,28.0,1982.0,14.9,0.555,0.304,0.198,2.8,9.6,6.3,24.3,2.2,0.5,14.1,18.5,,2.6,1.5,4.1,0.1,,0.6,-1.1,-0.5,0.8,290.0,635.0,0.457,78.0,193.0,0.404,212.0,442.0,0.48,0.518,109.0,126.0,0.865,47.0,166.0,213.0,317.0,84.0,12.0,113.0,140.0,767.0,6-5,215.0,"December 11, 1992",University of Virginia,1312611.0
24165,2017.0,Aaron Brooks,PG,32.0,IND,65.0,0.0,894.0,9.5,0.507,0.427,0.133,2.3,6.3,4.3,20.7,1.4,0.9,17.2,19.2,,-0.2,0.5,0.3,0.016,,-2.1,-2.6,-4.6,-0.6,121.0,300.0,0.403,48.0,128.0,0.375,73.0,172.0,0.424,0.483,32.0,40.0,0.8,18.0,51.0,69.0,125.0,25.0,9.0,66.0,93.0,322.0,6-0,161.0,"January 14, 1985",University of Oregon,2116955.0
24169,2017.0,Bobby Brown,PG,32.0,HOU,25.0,0.0,123.0,10.8,0.509,0.583,0.033,0.0,5.3,2.7,17.6,0.4,0.0,7.6,22.7,,0.1,0.0,0.1,0.04,,-1.5,-6.1,-7.6,-0.2,23.0,60.0,0.383,14.0,35.0,0.4,9.0,25.0,0.36,0.5,2.0,2.0,1.0,0.0,6.0,6.0,14.0,1.0,0.0,5.0,5.0,62.0,6-2,175.0,"September 24, 1984","California State University, Fullerton",1524305.0
24170,2017.0,Jaylen Brown,SF,20.0,BOS,78.0,20.0,1341.0,10.3,0.539,0.319,0.293,3.8,14.4,9.1,7.2,1.3,1.1,12.5,18.1,,0.2,1.3,1.5,0.053,,-3.1,-0.9,-4.0,-0.7,192.0,423.0,0.454,46.0,135.0,0.341,146.0,288.0,0.507,0.508,85.0,124.0,0.685,45.0,175.0,220.0,64.0,35.0,18.0,68.0,142.0,515.0,6-7,225.0,"October 24, 1996",University of California,4956480.0
24171,2017.0,Nicolas Brussino,SF,23.0,DAL,54.0,2.0,521.0,10.7,0.498,0.674,0.156,5.5,16.2,10.6,13.9,1.7,1.4,14.7,16.0,,0.0,0.6,0.6,0.055,,-1.7,0.7,-1.0,0.1,52.0,141.0,0.369,29.0,95.0,0.305,23.0,46.0,0.5,0.472,17.0,22.0,0.773,26.0,69.0,95.0,47.0,17.0,8.0,26.0,43.0,150.0,6-7,195.0,"March 2, 1993",,1312611.0
24172,2017.0,Reggie Bullock,SF,25.0,DET,31.0,5.0,467.0,11.7,0.538,0.57,0.055,2.9,12.4,7.5,8.8,1.9,0.5,7.1,13.4,,0.4,0.5,1.0,0.101,,-0.4,0.5,0.1,0.2,54.0,128.0,0.422,28.0,73.0,0.384,26.0,55.0,0.473,0.531,5.0,7.0,0.714,13.0,51.0,64.0,29.0,18.0,3.0,10.0,22.0,141.0,6-7,205.0,"March 16, 1991",University of North Carolina,2500000.0
24173,2017.0,Trey Burke,PG,24.0,WAS,57.0,0.0,703.0,10.8,0.532,0.275,0.114,1.1,6.4,3.8,20.7,0.8,0.6,15.2,19.6,,0.3,0.3,0.5,0.036,,-2.3,-3.4,-5.7,-0.7,116.0,255.0,0.455,31.0,70.0,0.443,85.0,185.0,0.459,0.516,22.0,29.0,0.759,7.0,40.0,47.0,100.0,11.0,5.0,48.0,54.0,285.0,6-1,191.0,"November 12, 1992",University of Michigan,784160.0
24174,2017.0,Alec Burks,SG,25.0,UTA,42.0,0.0,653.0,11.6,0.501,0.306,0.315,3.1,17.7,10.6,7.5,1.4,0.6,11.0,22.7,,-0.1,0.9,0.8,0.056,,-3.3,-0.9,-4.2,-0.4,99.0,248.0,0.399,25.0,76.0,0.329,74.0,172.0,0.43,0.45,60.0,78.0,0.769,17.0,103.0,120.0,30.0,18.0,5.0,35.0,50.0,283.0,6-6,214.0,"July 20, 1991",University of Colorado,10845506.0
24175,2017.0,Jimmy Butler,SF,27.0,CHI,76.0,75.0,2809.0,25.1,0.586,0.198,0.54,4.9,13.2,9.0,24.8,2.6,0.9,9.3,26.5,,10.1,3.8,13.8,0.236,,5.8,1.1,6.9,6.3,570.0,1252.0,0.455,91.0,248.0,0.367,479.0,1004.0,0.477,0.492,585.0,676.0,0.865,129.0,341.0,470.0,417.0,143.0,32.0,159.0,112.0,1816.0,6-8,236.0,"September 14, 1989",Marquette University,19301070.0
24176,2017.0,Bruno Caboclo,SF,21.0,TOR,9.0,0.0,40.0,14.6,0.438,0.375,0.0,14.2,14.1,14.1,15.1,2.5,2.2,11.1,20.1,,0.0,0.1,0.1,0.083,,0.1,0.7,0.8,0.0,6.0,16.0,0.375,2.0,6.0,0.333,4.0,10.0,0.4,0.438,0.0,0.0,,5.0,5.0,10.0,4.0,2.0,1.0,2.0,4.0,14.0,6-9,218.0,"September 21, 1995",,2451225.0
24177,2017.0,Jose Calderon,PG,35.0,TOT,41.0,13.0,539.0,8.9,0.506,0.478,0.09,3.0,12.2,7.5,23.3,1.0,0.2,22.7,14.4,,0.0,0.3,0.3,0.023,,-2.9,-1.8,-4.7,-0.4,55.0,134.0,0.41,20.0,64.0,0.313,35.0,70.0,0.5,0.485,11.0,12.0,0.917,15.0,59.0,74.0,88.0,11.0,1.0,41.0,36.0,141.0,6-3,200.0,"September 28, 1981",,2328652.0
24178,2017.0,Jose Calderon,PG,35.0,LAL,24.0,11.0,292.0,9.1,0.508,0.442,0.052,2.9,13.2,7.9,24.7,1.2,0.3,24.8,15.3,,-0.1,0.1,0.0,0.0,,-3.0,-2.1,-5.1,-0.2,32.0,77.0,0.416,12.0,34.0,0.353,20.0,43.0,0.465,0.494,4.0,4.0,1.0,8.0,34.0,42.0,51.0,7.0,1.0,26.0,22.0,80.0,6-3,200.0,"September 28, 1981",,2328652.0
24179,2017.0,Jose Calderon,PG,35.0,ATL,17.0,2.0,247.0,8.7,0.504,0.526,0.14,3.2,11.0,7.1,21.6,0.8,0.0,19.9,13.3,,0.1,0.2,0.3,0.051,,-2.8,-1.4,-4.2,-0.1,23.0,57.0,0.404,8.0,30.0,0.267,15.0,27.0,0.556,0.474,7.0,8.0,0.875,7.0,25.0,32.0,37.0,4.0,0.0,15.0,14.0,61.0,6-3,200.0,"September 28, 1981",,2328652.0
24180,2017.0,Kentavious Caldwell-Pope,SG,23.0,DET,76.0,75.0,2529.0,12.8,0.519,0.471,0.199,2.3,8.7,5.3,11.2,1.8,0.4,7.9,19.2,,2.0,2.5,4.5,0.086,,0.9,0.0,0.9,1.9,370.0,928.0,0.399,153.0,437.0,0.35,217.0,491.0,0.442,0.481,154.0,185.0,0.832,55.0,193.0,248.0,193.0,89.0,12.0,86.0,118.0,1047.0,6-5,205.0,"February 18, 1993",University of Georgia,17745894.0
24181,2017.0,Isaiah Canaan,SG,25.0,CHI,39.0,0.0,592.0,8.1,0.483,0.543,0.191,1.1,7.9,4.5,9.0,1.9,0.1,9.6,15.3,,0.0,0.5,0.5,0.044,,-2.2,-1.2,-3.4,-0.2,63.0,173.0,0.364,25.0,94.0,0.266,38.0,79.0,0.481,0.436,30.0,33.0,0.909,6.0,43.0,49.0,37.0,22.0,1.0,20.0,35.0,181.0,6-0,201.0,"May 21, 1991",Murray State University,1069308.0
24182,2017.0,Clint Capela,C,22.0,HOU,65.0,59.0,1551.0,21.4,0.638,0.0,0.314,12.5,24.5,18.5,6.9,1.1,4.2,12.0,19.9,,3.9,2.1,6.0,0.185,,0.0,1.0,1.0,1.2,362.0,563.0,0.643,0.0,0.0,,362.0,563.0,0.643,0.643,94.0,177.0,0.531,178.0,348.0,526.0,64.0,34.0,80.0,87.0,179.0,818.0,6-10,240.0,"May 18, 1994",,2334520.0
24183,2017.0,DeMarre Carroll,SF,30.0,TOR,72.0,72.0,1882.0,11.9,0.531,0.583,0.213,3.8,12.7,8.3,5.7,2.2,1.2,8.3,15.5,,1.7,2.1,3.8,0.097,,0.6,0.4,1.0,1.4,220.0,549.0,0.401,109.0,320.0,0.341,111.0,229.0,0.485,0.5,89.0,117.0,0.761,63.0,212.0,275.0,74.0,81.0,27.0,54.0,143.0,638.0,6-8,215.0,"July 27, 1986",University of Missouri,14800000.0
24184,2017.0,Vince Carter,SF,40.0,MEM,73.0,15.0,1799.0,11.7,0.542,0.604,0.235,2.2,12.5,7.2,11.5,1.7,1.9,8.5,14.9,,1.9,2.1,4.0,0.106,,0.1,0.9,1.0,1.4,193.0,490.0,0.394,112.0,296.0,0.378,81.0,194.0,0.418,0.508,88.0,115.0,0.765,36.0,191.0,227.0,133.0,60.0,36.0,50.0,163.0,586.0,6-6,220.0,"January 26, 1977",University of North Carolina,8000000.0
24185,2017.0,Michael Carter-Williams,PG,25.0,CHI,45.0,19.0,846.0,9.9,0.437,0.209,0.252,3.0,16.4,9.7,20.0,2.3,2.2,16.3,20.9,,-1.0,1.3,0.2,0.013,,-4.1,1.7,-2.4,-0.1,112.0,306.0,0.366,15.0,64.0,0.234,97.0,242.0,0.401,0.391,58.0,77.0,0.753,24.0,128.0,152.0,113.0,38.0,23.0,66.0,102.0,297.0,6-6,190.0,"October 10, 1991",Syracuse University,2700000.0
24186,2017.0,Omri Casspi,SF,28.0,TOT,36.0,2.0,643.0,9.9,0.523,0.261,0.176,4.9,15.2,10.1,8.6,1.8,0.4,14.0,14.5,,0.1,0.4,0.5,0.037,,-2.5,-0.6,-3.0,-0.2,77.0,165.0,0.467,15.0,43.0,0.349,62.0,122.0,0.508,0.512,17.0,29.0,0.586,27.0,85.0,112.0,37.0,23.0,3.0,29.0,50.0,186.0,6-9,225.0,"June 22, 1988",,2106470.0
24187,2017.0,Omri Casspi,SF,28.0,SAC,22.0,2.0,397.0,11.4,0.511,0.248,0.179,5.9,20.1,13.1,10.1,1.3,0.2,11.9,16.3,,0.1,0.3,0.4,0.043,,-2.5,-0.9,-3.4,-0.1,53.0,117.0,0.453,11.0,29.0,0.379,42.0,88.0,0.477,0.5,12.0,21.0,0.571,20.0,70.0,90.0,26.0,10.0,1.0,17.0,23.0,129.0,6-9,225.0,"June 22, 1988",,2106470.0
24188,2017.0,Omri Casspi,SF,28.0,NOP,1.0,0.0,24.0,10.0,0.667,0.444,0.0,4.4,4.4,4.4,0.0,0.0,0.0,18.2,20.3,,0.0,0.0,0.0,0.015,,-2.5,-5.6,-8.1,0.0,5.0,9.0,0.556,2.0,4.0,0.5,3.0,5.0,0.6,0.667,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,12.0,6-9,225.0,"June 22, 1988",,2106470.0
24189,2017.0,Omri Casspi,SF,28.0,MIN,13.0,0.0,222.0,7.3,0.529,0.256,0.205,3.1,7.5,5.3,6.8,3.0,0.8,19.0,10.5,,0.0,0.2,0.1,0.027,,-2.4,0.6,-1.8,0.0,19.0,39.0,0.487,2.0,10.0,0.2,17.0,29.0,0.586,0.513,5.0,8.0,0.625,6.0,14.0,20.0,11.0,13.0,2.0,10.0,24.0,45.0,6-9,225.0,"June 22, 1988",,2106470.0
24190,2017.0,Willie Cauley-Stein,C,23.0,SAC,75.0,21.0,1421.0,16.4,0.558,0.004,0.314,7.0,20.5,13.8,9.4,1.9,2.9,11.2,19.6,,1.4,1.5,3.0,0.1,,-2.0,0.9,-1.1,0.3,255.0,481.0,0.53,0.0,2.0,0.0,255.0,479.0,0.532,0.53,101.0,151.0,0.669,85.0,255.0,340.0,80.0,53.0,45.0,69.0,147.0,611.0,7-0,240.0,"August 18, 1993",University of Kentucky,3704160.0
24191,2017.0,Tyson Chandler,C,34.0,PHO,47.0,46.0,1298.0,16.6,0.703,0.0,0.544,12.6,33.1,22.6,3.3,1.2,1.5,19.2,11.3,,2.7,1.3,4.0,0.149,,-0.7,0.3,-0.4,0.5,153.0,228.0,0.671,0.0,0.0,,153.0,228.0,0.671,0.671,91.0,124.0,0.734,154.0,385.0,539.0,30.0,33.0,24.0,67.0,126.0,397.0,7-1,240.0,"October 2, 1982",,13000000.0
24192,2017.0,Wilson Chandler,SF,29.0,DEN,71.0,33.0,2197.0,14.9,0.545,0.347,0.207,5.2,17.7,11.5,9.8,1.2,1.1,10.0,22.0,,2.4,1.1,3.6,0.078,,0.5,-1.3,-0.8,0.7,433.0,939.0,0.461,110.0,326.0,0.337,323.0,613.0,0.527,0.52,141.0,194.0,0.727,103.0,356.0,459.0,141.0,52.0,30.0,114.0,172.0,1117.0,6-8,225.0,"May 10, 1987",DePaul University,12016854.0
24193,2017.0,Marquese Chriss,PF,19.0,PHO,82.0,75.0,1743.0,12.3,0.529,0.354,0.286,5.8,16.1,10.8,5.2,1.8,3.2,13.2,19.7,,0.3,1.5,1.8,0.05,,-1.6,0.0,-1.6,0.2,284.0,632.0,0.449,72.0,224.0,0.321,212.0,408.0,0.52,0.506,113.0,181.0,0.624,96.0,252.0,348.0,60.0,67.0,70.0,108.0,263.0,753.0,6-10,233.0,"July 2, 1997",University of Washington,3073800.0
24194,2017.0,Rakeem Christmas,PF,25.0,IND,29.0,0.0,219.0,10.4,0.529,0.0,0.674,13.5,15.2,14.4,2.5,0.7,2.4,12.5,13.1,,0.3,0.2,0.5,0.099,,-3.0,-1.2,-4.3,-0.1,19.0,43.0,0.442,0.0,0.0,,19.0,43.0,0.442,0.442,21.0,29.0,0.724,26.0,30.0,56.0,4.0,3.0,6.0,8.0,37.0,59.0,6-9,250.0,"December 1, 1991",Syracuse University,172552.0
24196,2017.0,Ian Clark,SG,25.0,GSW,77.0,0.0,1137.0,13.1,0.575,0.376,0.134,2.3,9.1,5.9,11.2,1.7,0.6,10.7,19.5,,1.0,1.3,2.3,0.099,,-0.6,-1.4,-2.0,0.0,211.0,433.0,0.487,61.0,163.0,0.374,150.0,270.0,0.556,0.558,44.0,58.0,0.759,22.0,100.0,122.0,90.0,39.0,8.0,55.0,77.0,527.0,6-3,175.0,"March 7, 1991",Belmont University,1577230.0
24197,2017.0,Jordan Clarkson,SG,24.0,LAL,82.0,19.0,2397.0,13.1,0.526,0.332,0.157,2.2,9.3,5.6,14.4,1.8,0.3,12.5,23.3,,0.5,0.7,1.2,0.024,,-0.5,-2.3,-2.7,-0.4,477.0,1071.0,0.445,117.0,356.0,0.329,360.0,715.0,0.503,0.5,134.0,168.0,0.798,49.0,197.0,246.0,213.0,88.0,8.0,164.0,150.0,1205.0,6-5,194.0,"June 7, 1992",University of Missouri,11562500.0
24199,2017.0,Darren Collison,PG,29.0,SAC,68.0,64.0,2063.0,15.3,0.57,0.245,0.239,1.3,7.2,4.3,24.5,1.6,0.4,12.6,19.8,,3.1,0.8,3.9,0.091,,0.8,-2.3,-1.5,0.3,340.0,714.0,0.476,73.0,175.0,0.417,267.0,539.0,0.495,0.527,147.0,171.0,0.86,23.0,130.0,153.0,312.0,67.0,9.0,114.0,119.0,900.0,6-0,175.0,"August 23, 1987","University of California, Los Angeles",10000000.0
24200,2017.0,Nick Collison,PF,36.0,OKC,20.0,0.0,128.0,12.8,0.622,0.043,0.348,7.8,18.2,13.0,13.2,0.8,1.2,13.1,10.1,,0.3,0.1,0.4,0.144,,-1.7,-0.1,-1.8,0.0,14.0,23.0,0.609,0.0,1.0,0.0,14.0,22.0,0.636,0.609,5.0,8.0,0.625,9.0,21.0,30.0,12.0,2.0,2.0,4.0,17.0,33.0,6-10,255.0,"October 26, 1980",University of Kansas,2328652.0
24201,2017.0,Mike Conley,PG,29.0,MEM,69.0,68.0,2292.0,23.2,0.604,0.415,0.365,1.5,10.8,6.0,34.5,2.1,0.8,11.8,26.3,,7.5,2.5,10.0,0.209,,6.5,-0.7,5.8,4.5,464.0,1009.0,0.46,171.0,419.0,0.408,293.0,590.0,0.497,0.545,316.0,368.0,0.859,31.0,211.0,242.0,433.0,92.0,19.0,156.0,126.0,1415.0,6-1,175.0,"October 11, 1987",Ohio State University,28530608.0
24202,2017.0,Pat Connaughton,SG,24.0,POR,39.0,1.0,316.0,11.8,0.645,0.458,0.125,3.5,14.8,9.1,12.7,0.9,0.5,18.3,13.0,,0.4,0.2,0.6,0.09,,-0.9,-1.6,-2.5,0.0,37.0,72.0,0.514,17.0,33.0,0.515,20.0,39.0,0.513,0.632,7.0,9.0,0.778,10.0,42.0,52.0,28.0,6.0,2.0,17.0,23.0,98.0,6-5,206.0,"January 6, 1993",University of Notre Dame,1471382.0
24203,2017.0,Quinn Cook,PG,23.0,TOT,14.0,0.0,188.0,11.8,0.579,0.394,0.076,0.6,3.6,2.0,22.8,1.1,0.0,16.0,19.6,,0.1,0.1,0.2,0.047,,-1.7,-4.2,-5.9,-0.2,33.0,66.0,0.5,11.0,26.0,0.423,22.0,40.0,0.55,0.583,2.0,5.0,0.4,1.0,6.0,7.0,26.0,4.0,0.0,13.0,13.0,79.0,6-2,184.0,"March 23, 1993",Duke University,100000.0
24204,2017.0,Quinn Cook,PG,23.0,DAL,5.0,0.0,77.0,6.9,0.522,0.56,0.08,0.0,4.8,2.3,25.7,0.7,0.0,23.6,20.7,,-0.1,0.0,-0.1,-0.046,,-4.2,-4.5,-8.7,-0.1,11.0,25.0,0.44,5.0,14.0,0.357,6.0,11.0,0.545,0.54,0.0,2.0,0.0,0.0,3.0,3.0,12.0,1.0,0.0,8.0,6.0,27.0,6-2,184.0,"March 23, 1993",Duke University,100000.0
24205,2017.0,Quinn Cook,PG,23.0,NOP,9.0,0.0,111.0,15.3,0.614,0.293,0.073,0.9,2.9,1.9,20.7,1.3,0.0,10.6,18.9,,0.2,0.1,0.3,0.11,,0.0,-4.0,-4.0,-0.1,22.0,41.0,0.537,6.0,12.0,0.5,16.0,29.0,0.552,0.61,2.0,3.0,0.667,1.0,3.0,4.0,14.0,3.0,0.0,5.0,7.0,52.0,6-2,184.0,"March 23, 1993",Duke University,100000.0
24206,2017.0,DeMarcus Cousins,C,26.0,TOT,72.0,72.0,2465.0,25.7,0.562,0.254,0.468,7.1,29.2,18.2,25.8,2.0,3.3,13.5,36.5,,3.8,3.8,7.6,0.149,,3.9,2.6,6.6,5.3,647.0,1433.0,0.452,131.0,364.0,0.36,516.0,1069.0,0.483,0.497,517.0,670.0,0.772,153.0,644.0,797.0,332.0,100.0,92.0,269.0,278.0,1942.0,6-11,270.0,"August 13, 1990",University of Kentucky,18063850.0
24207,2017.0,DeMarcus Cousins,C,26.0,SAC,55.0,55.0,1891.0,26.5,0.562,0.239,0.491,7.1,28.3,17.9,27.4,2.0,3.5,13.2,37.5,,3.3,2.7,6.0,0.152,,4.5,2.6,7.1,4.3,505.0,1119.0,0.451,95.0,268.0,0.354,410.0,851.0,0.482,0.494,423.0,549.0,0.77,115.0,470.0,585.0,266.0,75.0,73.0,207.0,203.0,1528.0,6-11,270.0,"August 13, 1990",University of Kentucky,18063850.0
24208,2017.0,DeMarcus Cousins,C,26.0,NOP,17.0,17.0,574.0,23.3,0.564,0.306,0.385,6.9,32.2,19.5,20.6,2.1,2.7,14.4,33.1,,0.5,1.1,1.6,0.137,,2.1,2.8,4.9,1.0,142.0,314.0,0.452,36.0,96.0,0.375,106.0,218.0,0.486,0.51,94.0,121.0,0.777,38.0,174.0,212.0,66.0,25.0,19.0,62.0,75.0,414.0,6-11,270.0,"August 13, 1990",University of Kentucky,18063850.0
24209,2017.0,Robert Covington,SF,26.0,PHI,67.0,67.0,2119.0,13.2,0.534,0.563,0.238,4.8,17.9,11.3,7.5,2.9,2.6,13.9,19.2,,0.0,3.2,3.1,0.071,,-0.7,2.0,1.4,1.8,292.0,732.0,0.399,137.0,412.0,0.333,155.0,320.0,0.484,0.492,143.0,174.0,0.822,92.0,344.0,436.0,102.0,127.0,69.0,131.0,203.0,864.0,6-9,215.0,"December 14, 1990",Tennessee State University,16698103.0
24210,2017.0,Allen Crabbe,SG,24.0,POR,79.0,7.0,2254.0,11.6,0.602,0.467,0.192,0.9,10.2,5.5,6.1,1.2,0.7,8.1,14.9,,3.1,1.0,4.1,0.088,,0.3,-1.4,-1.1,0.5,303.0,647.0,0.468,134.0,302.0,0.444,169.0,345.0,0.49,0.572,105.0,124.0,0.847,19.0,206.0,225.0,93.0,54.0,20.0,62.0,171.0,845.0,6-6,210.0,"April 9, 1992",University of California,19332500.0
24211,2017.0,Jamal Crawford,SG,36.0,LAC,82.0,1.0,2157.0,12.0,0.526,0.371,0.234,0.9,5.7,3.3,15.1,1.4,0.5,12.3,22.7,,0.5,1.4,1.9,0.042,,-1.0,-2.1,-3.0,-0.6,359.0,869.0,0.413,116.0,322.0,0.36,243.0,547.0,0.444,0.48,174.0,203.0,0.857,17.0,112.0,129.0,213.0,59.0,14.0,134.0,115.0,1008.0,6-5,200.0,"March 20, 1980",University of Michigan,10942762.0
24212,2017.0,Jordan Crawford,SG,28.0,NOP,19.0,0.0,442.0,17.6,0.582,0.436,0.119,0.9,7.2,4.1,22.7,1.2,0.4,9.8,25.5,,0.6,0.3,0.9,0.102,,2.6,-3.0,-0.4,0.2,105.0,218.0,0.482,37.0,95.0,0.389,68.0,123.0,0.553,0.567,20.0,26.0,0.769,4.0,30.0,34.0,57.0,11.0,2.0,25.0,30.0,267.0,6-4,195.0,"October 23, 1988",Xavier University,250000.0
24213,2017.0,Jae Crowder,SF,26.0,BOS,72.0,72.0,2335.0,14.9,0.613,0.547,0.301,2.3,17.3,9.9,10.1,1.5,0.8,8.8,17.0,,4.2,2.5,6.7,0.137,,1.4,0.1,1.5,2.1,333.0,720.0,0.463,157.0,394.0,0.398,176.0,326.0,0.54,0.572,176.0,217.0,0.811,48.0,367.0,415.0,155.0,72.0,23.0,79.0,161.0,999.0,6-6,235.0,"July 6, 1990",Marquette University,6796117.0
24214,2017.0,Dante Cunningham,SF,29.0,NOP,66.0,35.0,1649.0,10.2,0.586,0.504,0.075,3.6,14.2,8.9,3.1,1.2,1.4,7.0,10.7,,1.4,1.6,3.0,0.088,,-1.3,0.8,-0.5,0.6,174.0,359.0,0.485,71.0,181.0,0.392,103.0,178.0,0.579,0.584,16.0,27.0,0.593,56.0,221.0,277.0,36.0,39.0,28.0,28.0,100.0,435.0,6-8,230.0,"April 22, 1987",Villanova University,2300000.0
24215,2017.0,Seth Curry,PG,26.0,DAL,70.0,42.0,2029.0,15.5,0.601,0.458,0.142,1.4,9.2,5.1,15.9,2.0,0.3,11.0,19.5,,2.9,1.7,4.6,0.109,,1.8,-0.4,1.4,1.7,338.0,703.0,0.481,137.0,322.0,0.425,201.0,381.0,0.528,0.578,85.0,100.0,0.85,25.0,153.0,178.0,188.0,79.0,7.0,92.0,126.0,898.0,6-2,185.0,"August 23, 1990",Duke University,3028410.0
24216,2017.0,Stephen Curry,PG,28.0,GSW,79.0,79.0,2638.0,24.6,0.624,0.547,0.251,2.7,11.4,7.3,31.1,2.6,0.5,13.0,30.1,,8.6,3.9,12.6,0.229,,7.7,-0.4,7.3,6.2,675.0,1443.0,0.468,324.0,789.0,0.411,351.0,654.0,0.537,0.58,325.0,362.0,0.898,61.0,292.0,353.0,523.0,143.0,17.0,239.0,183.0,1999.0,6-3,190.0,"March 14, 1988",Davidson College,34682550.0
24217,2017.0,Troy Daniels,SG,25.0,MEM,67.0,3.0,1183.0,10.4,0.531,0.717,0.109,2.0,7.9,4.8,6.6,0.9,0.3,8.0,21.7,,0.5,0.8,1.3,0.051,,0.3,-3.4,-3.1,-0.3,185.0,495.0,0.374,138.0,355.0,0.389,47.0,140.0,0.336,0.513,43.0,54.0,0.796,21.0,79.0,100.0,46.0,21.0,4.0,45.0,90.0,551.0,6-4,205.0,"July 15, 1991",Virginia Commonwealth University,3408520.0
24218,2017.0,Anthony Davis,C,23.0,NOP,75.0,75.0,2708.0,27.5,0.579,0.088,0.424,6.7,27.9,17.3,11.1,1.7,5.1,9.1,32.6,,5.9,5.1,11.0,0.196,,1.4,2.3,3.7,3.9,770.0,1527.0,0.504,40.0,134.0,0.299,730.0,1393.0,0.524,0.517,519.0,647.0,0.802,174.0,712.0,886.0,157.0,94.0,167.0,181.0,168.0,2099.0,6-10,253.0,"March 11, 1993",University of Kentucky,23775506.0
24219,2017.0,Deyonta Davis,C,20.0,MEM,36.0,0.0,238.0,10.6,0.528,0.0,0.383,9.3,19.8,14.4,1.3,0.7,6.8,12.7,12.0,,0.1,0.4,0.5,0.097,,-5.4,1.8,-3.6,-0.1,24.0,47.0,0.511,0.0,0.0,,24.0,47.0,0.511,0.511,10.0,18.0,0.556,20.0,40.0,60.0,2.0,3.0,17.0,8.0,40.0,58.0,6-11,237.0,"December 2, 1996",Michigan State University,1312611.0
24220,2017.0,Ed Davis,PF,27.0,POR,46.0,12.0,789.0,11.5,0.563,0.0,0.57,13.4,20.7,17.1,4.8,0.9,2.2,17.2,12.0,,1.0,0.7,1.7,0.104,,-2.2,0.2,-2.0,0.0,75.0,142.0,0.528,0.0,0.0,,75.0,142.0,0.528,0.528,50.0,81.0,0.617,96.0,147.0,243.0,27.0,15.0,22.0,37.0,137.0,200.0,6-10,240.0,"June 5, 1989",University of North Carolina,6352531.0
