Unnamed: 0,Year,Player,Pos,Age,Tm,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,blanl,OWS,DWS,WS,WS/48,blank2,OBPM,DBPM,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,height,weight,birth_date,college,Salary
24096,2017.0,Alex Abrines,SG,23.0,OKC,68.0,6.0,1055.0,10.1,0.56,0.724,0.144,1.9,7.1,4.5,5.5,1.7,0.6,8.3,15.9,,1.2,0.9,2.1,0.095,,-0.3,-2.2,-2.5,-0.1,134.0,341.0,0.393,94.0,247.0,0.381,40.0,94.0,0.426,0.531,44.0,49.0,0.898,18.0,68.0,86.0,40.0,37.0,8.0,33.0,114.0,406.0,6-6,190.0,"August 1, 1993",,5725000.0
24097,2017.0,Quincy Acy,PF,26.0,TOT,38.0,1.0,558.0,11.8,0.565,0.529,0.353,3.9,18.0,11.0,4.9,1.2,2.0,9.7,16.8,,0.5,0.5,0.9,0.082,,-1.8,-1.2,-3.0,-0.1,70.0,170.0,0.412,37.0,90.0,0.411,33.0,80.0,0.413,0.521,45.0,60.0,0.75,20.0,95.0,115.0,18.0,14.0,15.0,21.0,67.0,222.0,6-7,240.0,"October 6, 1990",Baylor University,1709538.0
24098,2017.0,Quincy Acy,PF,26.0,DAL,6.0,0.0,48.0,-1.4,0.355,0.412,0.176,4.6,15.2,9.7,0.0,0.0,0.0,9.8,20.0,,-0.2,0.0,-0.1,-0.133,,-10.1,-6.0,-16.2,-0.2,5.0,17.0,0.294,1.0,7.0,0.143,4.0,10.0,0.4,0.324,2.0,3.0,0.667,2.0,6.0,8.0,0.0,0.0,0.0,2.0,9.0,13.0,6-7,240.0,"October 6, 1990",Baylor University,1709538.0
24099,2017.0,Quincy Acy,PF,26.0,BRK,32.0,1.0,510.0,13.1,0.587,0.542,0.373,3.8,18.2,11.1,5.4,1.3,2.2,9.6,16.5,,0.6,0.5,1.1,0.102,,-1.1,-0.7,-1.8,0.0,65.0,153.0,0.425,36.0,83.0,0.434,29.0,70.0,0.414,0.542,43.0,57.0,0.754,18.0,89.0,107.0,18.0,14.0,15.0,19.0,58.0,209.0,6-7,240.0,"October 6, 1990",Baylor University,1709538.0
24100,2017.0,Steven Adams,C,23.0,OKC,80.0,80.0,2389.0,16.5,0.589,0.002,0.392,13.0,15.5,14.2,5.4,1.8,2.6,16.0,16.2,,3.3,3.1,6.4,0.13,,-0.7,1.2,0.5,1.5,374.0,655.0,0.571,0.0,1.0,0.0,374.0,654.0,0.572,0.571,157.0,257.0,0.611,282.0,333.0,615.0,86.0,88.0,78.0,146.0,195.0,905.0,7-0,255.0,"July 20, 1993",University of Pittsburgh,22471910.0
24101,2017.0,Arron Afflalo,SG,31.0,SAC,61.0,45.0,1580.0,9.0,0.559,0.36,0.221,0.7,8.4,4.6,7.4,0.7,0.4,8.4,14.4,,1.2,0.2,1.4,0.043,,-1.4,-2.0,-3.5,-0.6,185.0,420.0,0.44,62.0,151.0,0.411,123.0,269.0,0.457,0.514,83.0,93.0,0.892,9.0,116.0,125.0,78.0,21.0,7.0,42.0,104.0,515.0,6-5,210.0,"October 15, 1985","University of California, Los Angeles",2328652.0
24102,2017.0,Alexis Ajinca,C,28.0,NOP,39.0,15.0,584.0,12.9,0.529,0.022,0.225,8.3,23.8,16.0,3.1,1.7,3.1,13.7,17.2,,0.0,0.9,1.0,0.08,,-5.1,1.0,-4.1,-0.3,89.0,178.0,0.5,0.0,4.0,0.0,89.0,174.0,0.511,0.5,29.0,40.0,0.725,46.0,131.0,177.0,12.0,20.0,22.0,31.0,77.0,207.0,7-2,248.0,"May 6, 1988",,4961798.0
24103,2017.0,Cole Aldrich,C,28.0,MIN,62.0,0.0,531.0,12.7,0.549,0.0,0.256,11.0,23.9,17.4,6.4,2.4,3.7,15.1,9.4,,0.6,0.7,1.3,0.116,,-2.0,2.6,0.6,0.4,45.0,86.0,0.523,0.0,0.0,,45.0,86.0,0.523,0.523,15.0,22.0,0.682,51.0,107.0,158.0,25.0,25.0,23.0,17.0,85.0,105.0,6-11,250.0,"October 31, 1988",University of Kansas,7300000.0
24104,2017.0,LaMarcus Aldridge,PF,31.0,SAS,72.0,72.0,2335.0,18.6,0.532,0.053,0.258,8.6,16.6,12.7,9.9,1.0,3.1,7.7,24.5,,3.5,3.7,7.3,0.149,,-0.3,1.4,1.1,1.8,500.0,1049.0,0.477,23.0,56.0,0.411,477.0,993.0,0.48,0.488,220.0,271.0,0.812,174.0,350.0,524.0,139.0,46.0,89.0,98.0,158.0,1243.0,6-11,260.0,"July 19, 1985",University of Texas at Austin,21461010.0
24106,2017.0,Tony Allen,SG,35.0,MEM,71.0,66.0,1914.0,13.3,0.493,0.091,0.218,9.6,13.8,11.7,8.4,3.1,1.4,13.3,17.9,,0.2,2.9,3.1,0.077,,-1.8,2.4,0.7,1.3,274.0,595.0,0.461,15.0,54.0,0.278,259.0,541.0,0.479,0.473,80.0,130.0,0.615,166.0,225.0,391.0,98.0,115.0,29.0,100.0,178.0,643.0,6-4,213.0,"January 11, 1982",Oklahoma State University,2116955.0
24107,2017.0,Al-Farouq Aminu,SF,26.0,POR,61.0,25.0,1773.0,11.3,0.506,0.455,0.292,4.8,23.5,14.1,7.9,1.7,2.0,15.2,15.4,,-0.1,2.0,1.9,0.051,,-2.3,1.2,-1.1,0.4,183.0,466.0,0.393,70.0,212.0,0.33,113.0,254.0,0.445,0.468,96.0,136.0,0.706,77.0,374.0,451.0,99.0,60.0,44.0,94.0,102.0,532.0,6-9,220.0,"September 21, 1990",Wake Forest University,7319035.0
24110,2017.0,Justin Anderson,SF,23.0,TOT,75.0,10.0,1228.0,13.9,0.537,0.442,0.294,6.2,16.9,11.3,8.8,1.7,1.6,11.7,20.9,,0.6,1.3,1.9,0.074,,-1.2,-0.3,-1.6,0.1,186.0,439.0,0.424,58.0,194.0,0.299,128.0,245.0,0.522,0.49,102.0,129.0,0.791,69.0,176.0,245.0,66.0,41.0,23.0,66.0,109.0,532.0,6-6,228.0,"November 19, 1993",University of Virginia,1579440.0
24111,2017.0,Justin Anderson,SF,23.0,DAL,51.0,2.0,710.0,14.7,0.521,0.44,0.318,6.1,18.9,12.2,7.6,2.1,2.0,11.2,23.6,,0.1,0.9,1.0,0.067,,-1.8,-0.1,-2.0,0.0,111.0,277.0,0.401,37.0,122.0,0.303,74.0,155.0,0.477,0.468,70.0,88.0,0.795,39.0,110.0,149.0,32.0,28.0,16.0,40.0,64.0,329.0,6-6,228.0,"November 19, 1993",University of Virginia,1579440.0
24112,2017.0,Justin Anderson,SF,23.0,PHI,24.0,8.0,518.0,12.8,0.564,0.444,0.253,6.4,14.1,10.2,10.4,1.2,1.1,12.6,17.2,,0.5,0.4,0.9,0.084,,-0.4,-0.6,-1.0,0.1,75.0,162.0,0.463,21.0,72.0,0.292,54.0,90.0,0.6,0.528,32.0,41.0,0.78,30.0,66.0,96.0,34.0,13.0,7.0,26.0,45.0,203.0,6-6,228.0,"November 19, 1993",University of Virginia,1579440.0
24113,2017.0,Kyle Anderson,SG,23.0,SAS,72.0,14.0,1020.0,12.5,0.525,0.191,0.273,3.7,19.0,11.5,12.4,2.5,2.1,14.3,12.1,,0.7,2.0,2.7,0.127,,-2.1,3.7,1.6,0.9,93.0,209.0,0.445,15.0,40.0,0.375,78.0,169.0,0.462,0.481,45.0,57.0,0.789,33.0,175.0,208.0,91.0,51.0,26.0,39.0,63.0,246.0,6-9,230.0,"September 20, 1993","University of California, Los Angeles",2151704.0
24114,2017.0,Ryan Anderson,PF,28.0,HOU,72.0,72.0,2116.0,13.5,0.583,0.655,0.194,5.8,11.2,8.5,4.7,0.7,0.5,6.2,17.9,,4.0,1.1,5.2,0.118,,1.8,-2.6,-0.8,0.6,323.0,773.0,0.418,204.0,506.0,0.403,119.0,267.0,0.446,0.55,129.0,150.0,0.86,112.0,218.0,330.0,68.0,32.0,14.0,55.0,142.0,979.0,6-10,240.0,"May 6, 1988",University of California,19578455.0
24115,2017.0,Giannis Antetokounmpo,SF,22.0,MIL,80.0,80.0,2845.0,26.1,0.599,0.143,0.486,5.9,22.6,14.3,26.6,2.3,4.7,13.3,28.3,,7.9,4.5,12.4,0.21,,4.1,3.5,7.6,6.9,656.0,1259.0,0.521,49.0,180.0,0.272,607.0,1079.0,0.563,0.541,471.0,612.0,0.77,142.0,558.0,700.0,434.0,131.0,151.0,234.0,246.0,1832.0,6-11,222.0,"December 6, 1994",,22471910.0
24116,2017.0,Carmelo Anthony,SF,32.0,NYK,74.0,74.0,2538.0,17.9,0.535,0.303,0.263,2.6,15.9,9.3,14.5,1.2,1.1,9.0,29.1,,3.2,1.5,4.7,0.089,,1.5,-2.2,-0.7,0.8,602.0,1389.0,0.433,151.0,421.0,0.359,451.0,968.0,0.466,0.488,304.0,365.0,0.833,62.0,374.0,436.0,213.0,60.0,34.0,153.0,198.0,1659.0,6-8,240.0,"May 29, 1984",Syracuse University,26243760.0
24118,2017.0,Trevor Ariza,SF,31.0,HOU,80.0,80.0,2773.0,12.3,0.548,0.695,0.158,2.1,15.9,9.0,8.8,2.5,0.6,8.0,14.1,,2.8,3.2,6.0,0.104,,0.7,1.0,1.7,2.6,326.0,798.0,0.409,191.0,555.0,0.344,135.0,243.0,0.556,0.528,93.0,126.0,0.738,54.0,405.0,459.0,175.0,147.0,20.0,74.0,133.0,936.0,6-8,215.0,"June 30, 1985","University of California, Los Angeles",7420912.0
24119,2017.0,Darrell Arthur,PF,28.0,DEN,41.0,7.0,639.0,12.8,0.583,0.544,0.102,4.4,14.9,9.7,9.3,1.5,2.5,13.8,17.3,,0.6,0.4,1.1,0.081,,0.3,-0.6,-0.3,0.3,95.0,215.0,0.442,53.0,117.0,0.453,42.0,98.0,0.429,0.565,19.0,22.0,0.864,25.0,87.0,112.0,42.0,19.0,21.0,36.0,76.0,262.0,6-9,235.0,"March 25, 1988",University of Kansas,7464912.0
24120,2017.0,Omer Asik,C,30.0,NOP,31.0,19.0,482.0,9.8,0.517,0.0,0.6,10.4,25.3,17.8,4.2,0.5,1.7,14.6,8.8,,0.4,0.6,1.0,0.1,,-4.3,1.2,-3.1,-0.1,31.0,65.0,0.477,0.0,0.0,,31.0,65.0,0.477,0.477,23.0,39.0,0.59,48.0,115.0,163.0,15.0,5.0,10.0,14.0,51.0,85.0,7-0,255.0,"July 4, 1986",,10595505.0
24121,2017.0,D.J. Augustin,PG,29.0,ORL,78.0,20.0,1538.0,11.0,0.524,0.53,0.311,1.0,7.4,4.1,20.4,1.0,0.1,13.3,19.4,,0.7,0.5,1.2,0.038,,-0.9,-3.3,-4.2,-0.9,195.0,517.0,0.377,95.0,274.0,0.347,100.0,243.0,0.412,0.469,131.0,161.0,0.814,15.0,102.0,117.0,209.0,31.0,1.0,90.0,101.0,616.0,6-0,183.0,"November 10, 1987",University of Texas at Austin,7250000.0
24122,2017.0,Luke Babbitt,SF,27.0,MIA,68.0,55.0,1065.0,8.4,0.563,0.747,0.053,1.3,13.5,7.4,4.8,1.0,0.8,8.0,13.0,,0.8,1.0,1.8,0.082,,-1.0,-0.8,-1.8,0.1,113.0,281.0,0.402,87.0,210.0,0.414,26.0,71.0,0.366,0.557,11.0,15.0,0.733,13.0,129.0,142.0,36.0,21.0,11.0,25.0,118.0,324.0,6-9,225.0,"June 20, 1989","University of Nevada, Reno",1974159.0
24123,2017.0,Ron Baker,SG,23.0,NYK,52.0,13.0,857.0,7.5,0.456,0.396,0.198,1.5,10.8,6.2,17.3,2.0,0.8,19.2,14.8,,-0.6,0.5,-0.1,-0.008,,-3.5,-0.9,-4.4,-0.5,82.0,217.0,0.378,23.0,86.0,0.267,59.0,131.0,0.45,0.431,28.0,43.0,0.651,12.0,86.0,98.0,107.0,34.0,8.0,56.0,74.0,215.0,6-4,220.0,"March 30, 1993",Wichita State University,4328000.0
24124,2017.0,Wade Baldwin,PG,20.0,MEM,33.0,1.0,405.0,6.4,0.404,0.191,0.322,3.0,10.2,6.5,22.8,2.3,1.7,23.4,19.2,,-0.9,0.5,-0.4,-0.045,,-6.3,0.6,-5.8,-0.4,36.0,115.0,0.313,3.0,22.0,0.136,33.0,93.0,0.355,0.326,31.0,37.0,0.838,11.0,35.0,46.0,61.0,18.0,7.0,40.0,40.0,106.0,6-4,202.0,"March 29, 1996",Vanderbilt University,1874400.0
24125,2017.0,Leandro Barbosa,SG,34.0,PHO,67.0,0.0,963.0,11.5,0.509,0.25,0.115,1.6,10.3,5.9,13.0,1.5,0.7,10.4,20.0,,0.3,0.4,0.6,0.031,,-2.0,-2.1,-4.1,-0.5,172.0,392.0,0.439,35.0,98.0,0.357,137.0,294.0,0.466,0.483,40.0,45.0,0.889,15.0,89.0,104.0,81.0,31.0,8.0,48.0,82.0,419.0,6-3,194.0,"November 28, 1982",,500000.0
24126,2017.0,J.J. Barea,PG,32.0,DAL,35.0,6.0,771.0,17.2,0.521,0.431,0.149,1.3,11.9,6.3,44.2,0.9,0.1,14.7,26.2,,0.8,0.5,1.3,0.08,,2.0,-2.6,-0.6,0.3,142.0,343.0,0.414,53.0,148.0,0.358,89.0,195.0,0.456,0.491,44.0,51.0,0.863,9.0,75.0,84.0,193.0,14.0,1.0,63.0,30.0,381.0,6-0,185.0,"June 26, 1984",Northeastern University,3903900.0
24127,2017.0,Harrison Barnes,PF,24.0,DAL,79.0,79.0,2803.0,16.3,0.541,0.173,0.22,3.7,13.2,8.2,7.8,1.2,0.5,6.8,25.3,,2.5,2.1,4.6,0.079,,-0.7,-1.2,-1.9,0.1,599.0,1280.0,0.468,78.0,222.0,0.351,521.0,1058.0,0.492,0.498,242.0,281.0,0.861,94.0,303.0,397.0,117.0,66.0,15.0,102.0,128.0,1518.0,6-8,210.0,"May 30, 1992",University of North Carolina,23112004.0
24128,2017.0,Matt Barnes,SF,36.0,TOT,74.0,18.0,1777.0,10.3,0.514,0.556,0.188,4.6,19.9,12.4,15.6,1.3,1.3,17.3,15.6,,0.3,1.7,2.0,0.053,,-1.2,0.6,-0.6,0.6,185.0,473.0,0.391,87.0,263.0,0.331,98.0,210.0,0.467,0.483,70.0,89.0,0.787,70.0,317.0,387.0,194.0,48.0,26.0,107.0,185.0,527.0,6-7,226.0,"March 9, 1980","University of California, Los Angeles",2133542.0
24129,2017.0,Matt Barnes,SF,36.0,SAC,54.0,13.0,1367.0,10.2,0.501,0.551,0.172,4.7,20.1,12.5,16.2,1.3,1.1,16.8,16.4,,-0.1,1.1,1.0,0.034,,-1.2,0.3,-1.0,0.4,147.0,383.0,0.384,69.0,211.0,0.327,78.0,172.0,0.453,0.474,50.0,66.0,0.758,55.0,241.0,296.0,149.0,36.0,17.0,83.0,138.0,413.0,6-7,226.0,"March 9, 1980","University of California, Los Angeles",2133542.0
24130,2017.0,Matt Barnes,SF,36.0,GSW,20.0,5.0,410.0,10.7,0.569,0.578,0.256,4.3,19.1,12.2,13.7,1.4,1.7,19.3,13.1,,0.3,0.6,1.0,0.115,,-1.0,1.6,0.6,0.3,38.0,90.0,0.422,18.0,52.0,0.346,20.0,38.0,0.526,0.522,20.0,23.0,0.87,15.0,76.0,91.0,45.0,12.0,9.0,24.0,47.0,114.0,6-7,226.0,"March 9, 1980","University of California, Los Angeles",2133542.0
24131,2017.0,Will Barton,SG,26.0,DEN,60.0,19.0,1705.0,15.5,0.547,0.353,0.285,3.8,12.8,8.4,17.7,1.4,1.3,11.5,21.1,,2.5,0.8,3.3,0.093,,1.3,-1.0,0.3,1.0,295.0,666.0,0.443,87.0,235.0,0.37,208.0,431.0,0.483,0.508,143.0,190.0,0.753,58.0,200.0,258.0,206.0,48.0,28.0,97.0,110.0,820.0,6-6,175.0,"January 6, 1991",University of Memphis,3533333.0
24133,2017.0,Nicolas Batum,SG,28.0,CHO,77.0,77.0,2617.0,15.8,0.529,0.415,0.291,1.9,18.4,10.1,27.6,1.6,1.0,15.0,22.3,,1.7,2.8,4.5,0.083,,0.6,0.6,1.2,2.1,393.0,975.0,0.403,135.0,405.0,0.333,258.0,570.0,0.453,0.472,243.0,284.0,0.856,46.0,435.0,481.0,455.0,86.0,29.0,194.0,109.0,1164.0,6-8,200.0,"December 14, 1988",,22434783.0
24134,2017.0,Jerryd Bayless,PG,28.0,PHI,3.0,1.0,71.0,8.7,0.453,0.156,0.313,4.6,14.0,9.3,29.4,0.0,0.0,19.8,27.7,,-0.1,0.0,-0.1,-0.067,,-5.2,-2.9,-8.2,-0.1,11.0,32.0,0.344,2.0,5.0,0.4,9.0,27.0,0.333,0.375,9.0,10.0,0.9,3.0,9.0,12.0,13.0,0.0,0.0,9.0,4.0,33.0,6-3,200.0,"August 20, 1988",University of Arizona,9000000.0
24135,2017.0,Aron Baynes,C,30.0,DET,75.0,2.0,1163.0,13.1,0.57,0.0,0.337,10.0,21.6,15.6,3.9,0.7,2.8,13.5,14.1,,1.4,1.5,3.0,0.123,,-2.9,1.1,-1.8,0.1,143.0,279.0,0.513,0.0,0.0,,143.0,279.0,0.513,0.513,79.0,94.0,0.84,111.0,222.0,333.0,32.0,17.0,39.0,50.0,166.0,365.0,6-10,260.0,"December 9, 1986",Washington State University,4328000.0
24136,2017.0,Kent Bazemore,SF,27.0,ATL,73.0,64.0,1963.0,11.5,0.504,0.369,0.233,2.6,10.3,6.5,14.2,2.3,2.3,13.6,20.5,,-0.6,2.8,2.1,0.053,,-2.0,1.2,-0.8,0.6,295.0,721.0,0.409,92.0,266.0,0.346,203.0,455.0,0.446,0.473,119.0,168.0,0.708,45.0,186.0,231.0,177.0,91.0,52.0,125.0,165.0,801.0,6-5,201.0,"July 1, 1989",Old Dominion University,16910113.0
24137,2017.0,Bradley Beal,SG,23.0,WAS,77.0,77.0,2684.0,20.1,0.604,0.418,0.259,2.2,7.8,5.0,16.2,1.5,0.7,9.6,26.5,,6.8,1.6,8.5,0.151,,4.5,-2.4,2.2,2.8,637.0,1322.0,0.482,223.0,552.0,0.404,414.0,770.0,0.538,0.566,282.0,342.0,0.825,53.0,186.0,239.0,267.0,83.0,21.0,157.0,169.0,1779.0,6-5,207.0,"June 28, 1993",University of Florida,23775506.0
24138,2017.0,Malik Beasley,SG,20.0,DEN,22.0,1.0,165.0,13.7,0.536,0.384,0.137,3.4,8.0,5.7,10.2,2.1,0.0,9.4,22.0,,0.1,0.1,0.2,0.057,,-0.5,-3.5,-3.9,-0.1,33.0,73.0,0.452,9.0,28.0,0.321,24.0,45.0,0.533,0.514,8.0,10.0,0.8,5.0,12.0,17.0,11.0,7.0,0.0,8.0,10.0,83.0,6-5,196.0,"November 26, 1996",Florida State University,1700640.0
24139,2017.0,Michael Beasley,PF,28.0,MIL,56.0,6.0,935.0,17.8,0.584,0.106,0.259,5.0,18.9,12.0,9.9,1.5,2.5,12.7,25.3,,0.8,1.0,1.8,0.093,,-1.7,-1.1,-2.9,-0.2,216.0,406.0,0.532,18.0,43.0,0.419,198.0,363.0,0.545,0.554,78.0,105.0,0.743,40.0,153.0,193.0,53.0,28.0,27.0,66.0,92.0,528.0,6-9,235.0,"January 9, 1989",Kansas State University,2116955.0
24140,2017.0,Marco Belinelli,SG,30.0,CHO,74.0,0.0,1778.0,13.3,0.566,0.46,0.273,0.9,10.2,5.5,13.1,1.2,0.4,9.2,19.2,,2.0,1.2,3.2,0.088,,0.1,-2.0,-1.9,0.1,264.0,615.0,0.429,102.0,283.0,0.36,162.0,332.0,0.488,0.512,150.0,168.0,0.893,14.0,164.0,178.0,147.0,44.0,9.0,70.0,90.0,780.0,6-5,210.0,"March 25, 1986",,6306060.0
24141,2017.0,DeAndre' Bembry,SF,22.0,ATL,38.0,1.0,371.0,8.8,0.481,0.184,0.163,4.2,13.1,8.7,11.5,1.1,1.2,13.2,14.2,,-0.1,0.4,0.3,0.038,,-4.4,0.1,-4.3,-0.2,47.0,98.0,0.48,1.0,18.0,0.056,46.0,80.0,0.575,0.485,6.0,16.0,0.375,14.0,45.0,59.0,28.0,8.0,5.0,16.0,21.0,101.0,6-6,210.0,"July 4, 1994",Saint Joseph's University,1567200.0
24142,2017.0,Dragan Bender,PF,19.0,PHO,43.0,0.0,574.0,5.3,0.44,0.627,0.068,4.2,15.6,9.7,5.5,0.8,3.1,16.2,14.4,,-0.7,0.3,-0.3,-0.029,,-4.0,-0.3,-4.3,-0.3,57.0,161.0,0.354,28.0,101.0,0.277,29.0,60.0,0.483,0.441,4.0,11.0,0.364,23.0,80.0,103.0,23.0,10.0,22.0,32.0,74.0,146.0,7-1,225.0,"November 17, 1997",,4468800.0
24145,2017.0,Davis Bertans,PF,24.0,SAS,67.0,6.0,808.0,12.9,0.609,0.739,0.145,3.2,10.6,6.9,8.3,1.3,2.8,11.4,15.7,,1.1,1.2,2.3,0.135,,1.2,0.5,1.7,0.8,103.0,234.0,0.44,69.0,173.0,0.399,34.0,61.0,0.557,0.588,28.0,34.0,0.824,22.0,77.0,99.0,46.0,20.0,28.0,32.0,75.0,303.0,6-10,210.0,"November 12, 1992",,1312611.0
24146,2017.0,Patrick Beverley,SG,28.0,HOU,67.0,67.0,2058.0,13.0,0.546,0.53,0.175,5.0,15.9,10.4,18.8,2.3,1.0,14.6,14.1,,2.9,2.4,5.3,0.124,,0.8,1.5,2.3,2.2,228.0,543.0,0.42,110.0,288.0,0.382,118.0,255.0,0.463,0.521,73.0,95.0,0.768,95.0,299.0,394.0,281.0,99.0,25.0,100.0,222.0,639.0,6-1,185.0,"July 12, 1988",University of Arkansas,5513514.0
24147,2017.0,Bismack Biyombo,C,24.0,ORL,81.0,27.0,1793.0,12.2,0.546,0.0,0.69,9.3,25.6,17.2,6.0,0.7,4.1,17.7,13.2,,0.8,2.1,2.9,0.077,,-4.2,2.0,-2.2,-0.1,179.0,339.0,0.528,0.0,0.0,,179.0,339.0,0.528,0.528,125.0,234.0,0.534,157.0,410.0,567.0,74.0,25.0,91.0,95.0,202.0,483.0,6-9,255.0,"August 28, 1992",,17000000.0
24148,2017.0,Nemanja Bjelica,PF,28.0,MIN,65.0,1.0,1190.0,11.0,0.526,0.497,0.171,5.5,18.6,12.0,9.6,1.7,1.4,13.4,16.4,,0.6,0.9,1.5,0.059,,-0.7,-0.4,-1.1,0.3,151.0,356.0,0.424,56.0,177.0,0.316,95.0,179.0,0.531,0.503,45.0,61.0,0.738,57.0,187.0,244.0,79.0,40.0,20.0,59.0,154.0,403.0,6-10,240.0,"May 9, 1988",,3949999.0
24149,2017.0,Tarik Black,C,25.0,LAL,67.0,16.0,1091.0,15.0,0.56,0.007,0.371,13.8,20.7,17.1,5.3,1.3,3.3,14.5,15.7,,1.5,0.9,2.4,0.105,,-1.8,0.2,-1.6,0.1,150.0,294.0,0.51,1.0,2.0,0.5,149.0,292.0,0.51,0.512,82.0,109.0,0.752,143.0,199.0,342.0,39.0,30.0,44.0,58.0,173.0,383.0,6-9,250.0,"November 22, 1991",University of Kansas,3290000.0
24150,2017.0,Eric Bledsoe,PG,27.0,PHO,66.0,66.0,2176.0,20.6,0.563,0.3,0.443,2.5,13.8,8.0,31.1,2.0,1.2,15.3,28.1,,4.0,1.4,5.4,0.119,,3.7,-0.4,3.3,2.9,449.0,1034.0,0.434,104.0,310.0,0.335,345.0,724.0,0.477,0.485,388.0,458.0,0.847,52.0,268.0,320.0,418.0,92.0,31.0,223.0,164.0,1390.0,6-1,205.0,"December 9, 1989",University of Kentucky,14500000.0
24151,2017.0,Bojan Bogdanovic,SF,27.0,TOT,81.0,54.0,2083.0,13.5,0.585,0.464,0.288,1.9,12.3,7.2,8.7,0.8,0.3,12.0,22.4,,2.0,0.9,2.9,0.067,,-0.1,-2.8,-2.8,-0.4,376.0,845.0,0.445,144.0,392.0,0.367,232.0,453.0,0.512,0.53,217.0,243.0,0.893,37.0,240.0,277.0,111.0,34.0,7.0,130.0,146.0,1113.0,6-8,216.0,"April 18, 1989",,10500000.0
24152,2017.0,Bojan Bogdanovic,SF,27.0,BRK,55.0,54.0,1482.0,13.1,0.572,0.453,0.273,1.7,12.3,7.0,10.1,0.8,0.2,11.8,22.4,,1.1,0.6,1.6,0.053,,-0.3,-2.6,-3.0,-0.4,269.0,611.0,0.44,99.0,277.0,0.357,170.0,334.0,0.509,0.521,146.0,167.0,0.874,23.0,174.0,197.0,90.0,24.0,3.0,92.0,99.0,783.0,6-8,216.0,"April 18, 1989",,10500000.0
24153,2017.0,Bojan Bogdanovic,SF,27.0,WAS,26.0,0.0,601.0,14.7,0.617,0.491,0.325,2.6,12.3,7.5,5.2,0.8,0.6,12.4,22.2,,0.9,0.3,1.3,0.102,,0.6,-3.1,-2.6,-0.1,107.0,234.0,0.457,45.0,115.0,0.391,62.0,119.0,0.521,0.553,71.0,76.0,0.934,14.0,66.0,80.0,21.0,10.0,4.0,38.0,47.0,330.0,6-8,216.0,"April 18, 1989",,10500000.0
24154,2017.0,Andrew Bogut,C,32.0,TOT,27.0,21.0,583.0,9.3,0.46,0.012,0.136,10.6,33.9,21.7,12.3,1.2,3.9,33.4,10.4,,-0.3,1.0,0.7,0.055,,-5.6,5.3,-0.3,0.3,38.0,81.0,0.469,0.0,1.0,0.0,38.0,80.0,0.475,0.469,3.0,11.0,0.273,56.0,162.0,218.0,49.0,13.0,25.0,43.0,86.0,79.0,7-0,260.0,"November 28, 1984",University of Utah,2328652.0
24155,2017.0,Andrew Bogut,C,32.0,DAL,26.0,21.0,582.0,9.4,0.46,0.012,0.136,10.7,33.9,21.7,12.3,1.2,3.9,33.4,10.4,,-0.3,1.0,0.7,0.055,,-5.6,5.3,-0.3,0.3,38.0,81.0,0.469,0.0,1.0,0.0,38.0,80.0,0.475,0.469,3.0,11.0,0.273,56.0,162.0,218.0,49.0,13.0,25.0,43.0,84.0,79.0,7-0,260.0,"November 28, 1984",University of Utah,2328652.0
24156,2017.0,Andrew Bogut,C,32.0,CLE,1.0,0.0,1.0,-35.3,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.02,,-5.7,0.0,-5.7,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7-0,260.0,"November 28, 1984",University of Utah,2328652.0
24157,2017.0,Joel Bolomboy,PF,23.0,UTA,12.0,0.0,53.0,19.7,0.59,0.25,0.375,9.0,27.6,18.5,6.3,1.0,3.1,9.7,18.2,,0.1,0.1,0.2,0.171,,-1.3,0.5,-0.8,0.0,9.0,16.0,0.563,1.0,4.0,0.25,8.0,12.0,0.667,0.594,3.0,6.0,0.5,4.0,13.0,17.0,2.0,1.0,2.0,2.0,1.0,22.0,6-9,235.0,"January 28, 1994",Weber State University,1312611.0
24158,2017.0,Devin Booker,SG,20.0,PHO,78.0,78.0,2730.0,14.6,0.531,0.283,0.308,1.8,8.3,5.0,16.3,1.3,0.6,12.9,28.6,,1.4,0.6,2.0,0.035,,0.4,-2.7,-2.3,-0.2,606.0,1431.0,0.423,147.0,405.0,0.363,459.0,1026.0,0.447,0.475,367.0,441.0,0.832,46.0,203.0,249.0,268.0,72.0,21.0,241.0,242.0,1726.0,6-6,206.0,"October 30, 1996",University of Kentucky,2319360.0
