,Age,PER,TS%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,WS/48,3P%,2P%,FT%,height,weight,college,Salary,BMI,SG,PF,C,SF,PG,Age^2,height^2,weight^2,BMI^2
25,8.5,3.7337662337662336,6.2073170731707314,0.6083650190114068,2.8374655647382925,2.33201581027668,2.268760907504363,1.3513513513513513,0.7692307692307693,2.385321100917431,0.8031088082901554,3.57,4.66,8.89,8.620689655172413,6.689655172413794,0.0,0.14416471683887142,8.024335255670895,10.0,0.0,0.0,0.0,0.0,72.25,74.31629013079666,44.751486325802624,64.38995629540288
26,8.0,5.584415584415584,6.353658536585366,0.49429657794676807,3.2782369146005514,2.4901185770750986,7.713787085514835,0.8108108108108109,0.1098901098901099,3.371559633027523,2.0725388601036268,3.58,4.5600000000000005,8.629999999999999,8.275862068965518,6.379310344827587,10.0,1.1256092761345402,8.303029817591524,0.0,0.0,0.0,0.0,10.0,64.0,68.48989298454222,40.69560047562427,68.94030415181393
27,6.0,5.292207792207792,6.597560975609756,1.4068441064638784,3.6363636363636367,3.2411067193675884,1.361256544502618,1.0810810810810811,0.5494505494505495,1.5596330275229355,2.0466321243523318,3.51,4.92,8.61,9.195402298850574,7.241379310344827,10.0,6.663871024477728,7.634299307958478,0.0,10.0,0.0,0.0,0.0,36.0,84.55542343770642,52.43757431629013,58.28252592349529
28,9.0,3.3441558441558445,6.2682926829268295,1.7490494296577943,5.482093663911845,4.901185770750988,2.722513089005236,1.1711711711711712,1.4285714285714288,3.967889908256881,1.3730569948186528,3.31,4.67,7.87,9.080459770114942,7.793103448275862,10.0,0.6151629565876788,8.42527564953048,0.0,0.0,0.0,10.0,0.0,81.0,82.4547496366759,60.73246135552913,70.98526977057125
29,9.0,3.311688311688311,6.109756097560975,1.7870722433460076,5.537190082644629,4.940711462450593,2.8272251308900525,1.1711711711711712,1.208791208791209,3.853211009174312,0.8808290155440415,3.27,4.53,7.58,9.080459770114942,7.793103448275862,10.0,0.6151629565876788,8.42527564953048,0.0,0.0,0.0,10.0,0.0,81.0,82.4547496366759,60.73246135552913,70.98526977057125
30,9.0,3.474025974025974,6.939024390243902,1.6349809885931557,5.261707988980717,4.822134387351778,2.3909249563699824,1.2612612612612613,1.8681318681318682,4.426605504587156,2.9792746113989637,3.46,5.26,8.7,9.080459770114942,7.793103448275862,10.0,0.6151629565876788,8.42527564953048,0.0,0.0,0.0,10.0,0.0,81.0,82.4547496366759,60.73246135552913,70.98526977057125
31,6.5,5.032467532467533,6.670731707317073,1.4448669201520912,3.526170798898072,3.320158102766799,3.089005235602094,1.2612612612612613,1.4285714285714288,2.6376146788990824,2.4093264248704664,3.7,4.83,7.53,8.96551724137931,6.0344827586206895,10.0,1.01876390288488,6.692350916465902,10.0,0.0,0.0,0.0,0.0,42.25,80.38049940546966,36.41498216409037,44.78756078912199
32,7.0,5.12987012987013,6.451219512195122,0.7224334600760456,5.068870523415978,3.9920948616600787,4.816753926701571,1.4414414414414414,1.098901098901099,3.4403669724770642,2.150259067357513,3.33,4.53,8.56,9.195402298850574,6.8965517241379315,0.0,6.468608277073052,7.27076124567474,10.0,0.0,0.0,0.0,0.0,49.0,84.55542343770642,47.562425683709876,52.8639690916057
33,7.0,2.824675324675324,5.52439024390244,1.7490494296577943,3.8567493112947657,3.6758893280632416,5.130890052356021,0.0,0.0,4.541284403669724,-1.7357512953367875,4.0,3.33,9.0,8.620689655172413,6.8965517241379315,10.0,2.5949649030996857,8.272510572856593,0.0,0.0,0.0,0.0,10.0,49.0,74.31629013079666,47.562425683709876,68.43443117802411
34,7.5,4.253246753246753,6.951219512195122,3.8022813688212924,5.950413223140497,6.16600790513834,0.680628272251309,0.6306306306306306,3.076923076923077,3.0963302752293576,3.186528497409326,,5.13,8.4,9.425287356321839,8.96551724137931,10.0,1.2478897889572709,8.996539792387543,0.0,0.0,10.0,0.0,0.0,56.25,88.83604174924031,80.38049940546966,80.93772823601249
35,6.75,3.7337662337662336,6.146341463414634,0.9885931558935361,2.8374655647382925,2.5691699604743086,2.4781849912739964,2.0720720720720722,2.5274725274725274,3.119266055045871,1.3730569948186528,3.46,4.46,7.08,8.85057471264368,6.931034482758621,10.0,4.875683304716637,7.887592567411018,0.0,0.0,0.0,10.0,0.0,45.5625,78.33267274408774,48.03923900118907,62.21411650947754
